,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
23242,24327,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23243,24328,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23244,24329,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23245,24330,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23246,24331,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23247,24332,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23248,24333,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23249,24334,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23250,24335,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23251,24336,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23252,24339,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23253,24340,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23254,24341,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23255,24342,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23256,24343,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23257,24344,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23258,24345,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23259,24346,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23260,24347,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23261,24348,-0.00016,-0.0001,-0.00016999999999999999,-0.00035,-5e-05,-2e-05,-2e-05,-1e-05,5
23262,24349,-0.00018,-7e-05,-0.00014,0.00033999999999999997,0.00016999999999999999,4e-05,1e-05,0.0,5
23263,24350,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23264,24351,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23265,24352,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23266,24353,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23267,24354,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23268,24355,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23269,24356,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23270,24357,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23271,24358,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23272,24359,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23273,24360,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23274,24361,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23275,24362,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23276,24363,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23277,24364,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23278,24365,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23279,24366,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23280,24367,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23281,24368,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23282,24369,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23283,24370,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23284,24371,0.00013000000000000002,0.0,2e-05,0.00042,0.00035,7e-05,0.0,-2e-05,5
23285,24372,-0.0003,-0.00015,-7e-05,-0.00015,-5e-05,-5.9999999999999995e-05,-2.9999999999999997e-05,-2.9999999999999997e-05,5
23286,24373,-2.9999999999999997e-05,0.0,-4e-05,-0.0008300000000000001,-0.0001,-2e-05,-2e-05,1e-05,5
23287,24374,-0.00013000000000000002,2e-05,-1e-05,-2e-05,0.0002,1e-05,-2.9999999999999997e-05,0.0,5
23288,24375,-0.00013000000000000002,2e-05,-1e-05,-2e-05,0.0002,1e-05,-2.9999999999999997e-05,0.0,5
23289,24376,-0.00013000000000000002,2e-05,-1e-05,-2e-05,0.0002,1e-05,-2.9999999999999997e-05,0.0,5
23290,24377,-0.00013000000000000002,2e-05,-1e-05,-2e-05,0.0002,1e-05,-2.9999999999999997e-05,0.0,5
23291,24378,0.00016,2.9999999999999997e-05,0.0003,0.00014,-4e-05,2e-05,0.0,5.9999999999999995e-05,5
23292,24379,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23293,24380,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23294,24381,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23295,24382,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23296,24383,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23297,24384,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23298,24385,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23299,24386,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23300,24389,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23301,24390,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
23302,24391,-0.00033,-0.0001,-2.9999999999999997e-05,-0.00022999999999999998,-7e-05,-1e-05,-2e-05,-1e-05,5
