,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
23395,24551,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23396,24552,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23397,24553,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23398,24554,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23399,24555,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23400,24556,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23401,24557,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23402,24558,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23403,24559,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23404,24560,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23405,24561,9e-05,0.00011,2e-05,0.00073,-8e-05,-0.00013000000000000002,-4e-05,1e-05,5
23406,24562,-0.00043,-1e-05,0.00018,0.00044,-0.00043,-8e-05,-2.9999999999999997e-05,-8e-05,5
23407,24563,-0.00043,-1e-05,0.00018,0.00044,-0.00043,-8e-05,-2.9999999999999997e-05,-8e-05,5
23408,24564,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23409,24565,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23410,24566,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23411,24567,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23412,24568,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23413,24569,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23414,24570,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23415,24571,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23416,24572,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23417,24573,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23418,24574,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23419,24575,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23420,24576,-0.0002,-0.00011,-5e-05,-0.0004,-0.00039,2e-05,2e-05,1e-05,5
23421,24577,-0.00016999999999999999,-4e-05,0.0001,8e-05,0.0004,5.9999999999999995e-05,0.0,-2e-05,5
23422,24578,-0.00016999999999999999,-4e-05,0.0001,8e-05,0.0004,5.9999999999999995e-05,0.0,-2e-05,5
23423,24579,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23424,24580,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23425,24581,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23426,24582,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23427,24583,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23428,24584,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23429,24585,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23430,24587,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23431,24589,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23432,24590,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23433,24591,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
23434,24592,-0.00011,0.00014,0.00037999999999999997,0.00037999999999999997,-0.00023999999999999998,-2e-05,0.0,1e-05,5
