,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
2965,3112,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2966,3113,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2967,3114,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2968,3115,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2969,3116,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2970,3117,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2971,3118,-1e-05,-4e-05,-0.00011,-5e-05,-2.9999999999999997e-05,0.0,-2.9999999999999997e-05,-2.9999999999999997e-05,1
2972,3119,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2973,3120,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2974,3121,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2975,3122,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2976,3123,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2977,3124,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2978,3125,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
2979,3126,-1e-05,-2.9999999999999997e-05,-0.00022999999999999998,-9e-05,-2e-05,1e-05,0.0,-1e-05,1
