,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
1069,1166,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1070,1167,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1071,1168,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1072,1169,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1073,1170,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1074,1171,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1075,1172,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1076,1173,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1077,1174,1e-05,0.0,4e-05,2e-05,-5.9999999999999995e-05,7e-05,0.0,1e-05,1
1078,1175,-4e-05,-1e-05,-2e-05,0.0,-8e-05,9e-05,0.0,-2e-05,1
1079,1176,-4e-05,-1e-05,-2e-05,0.0,-8e-05,9e-05,0.0,-2e-05,1
1080,1177,-4e-05,-1e-05,-2e-05,0.0,-8e-05,9e-05,0.0,-2e-05,1
1081,1178,-4e-05,-1e-05,-2e-05,0.0,-8e-05,9e-05,0.0,-2e-05,1
1082,1179,-4e-05,-1e-05,-2e-05,0.0,-8e-05,9e-05,0.0,-2e-05,1
1083,1180,-4e-05,-1e-05,-2e-05,0.0,-8e-05,9e-05,0.0,-2e-05,1
1084,1181,-4e-05,-2e-05,1e-05,-7e-05,-0.00011,1e-05,-2e-05,-1e-05,1
1085,1182,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1086,1183,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1087,1184,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1088,1185,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1089,1186,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1090,1188,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1091,1189,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1092,1190,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1093,1191,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1094,1192,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1095,1193,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1096,1194,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1097,1195,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1098,1196,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1099,1197,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,5.9999999999999995e-05,4e-05,0.0,1e-05,-2.9999999999999997e-05,1
1100,1198,1e-05,2.9999999999999997e-05,-1e-05,2e-05,0.00014,0.00013000000000000002,-5.9999999999999995e-05,-1e-05,1
1101,1199,1e-05,0.0,1e-05,-4e-05,-0.00013000000000000002,-5e-05,-2e-05,1e-05,1
1102,1200,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1103,1201,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1104,1202,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1105,1203,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1106,1204,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1107,1205,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1108,1206,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1109,1207,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1110,1208,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1111,1209,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
1112,1210,2.9999999999999997e-05,0.0,1e-05,2e-05,1e-05,2e-05,5.9999999999999995e-05,0.0,1
