,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
1057,1135,0.0,2e-05,2e-05,-2e-05,-4e-05,-5e-05,-2e-05,-1e-05,1
1058,1138,0.0,2e-05,2e-05,-2e-05,-4e-05,-5e-05,-2e-05,-1e-05,1
1059,1139,0.0,2e-05,2e-05,-2e-05,-4e-05,-5e-05,-2e-05,-1e-05,1
1060,1140,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1061,1141,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1062,1142,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1063,1143,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1064,1144,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1065,1145,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1066,1146,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1067,1147,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1068,1148,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1069,1149,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1070,1150,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1071,1151,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1072,1152,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1073,1153,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1074,1154,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1075,1155,-2e-05,-2e-05,0.0,0.0,-4e-05,1e-05,0.0,-1e-05,1
1076,1156,0.0,-4e-05,-5e-05,-5e-05,1e-05,0.0,-2e-05,0.0,1
1077,1157,2e-05,-1e-05,-4e-05,4e-05,0.0,-2e-05,0.0,-1e-05,1
1078,1158,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1079,1159,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1080,1160,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1081,1161,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1082,1162,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1083,1163,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1084,1164,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1085,1165,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1086,1166,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1087,1167,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1088,1168,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1089,1169,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1090,1170,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
1091,1171,0.0,-4e-05,-5e-05,0.0,-2e-05,0.0,-1e-05,-2.9999999999999997e-05,1
