,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
21692,22455,0.00026000000000000003,9e-05,-5e-05,-8e-05,4e-05,5.9999999999999995e-05,0.00011,0.0004,6
21693,22456,0.00026000000000000003,9e-05,-5e-05,-8e-05,4e-05,5.9999999999999995e-05,0.00011,0.0004,6
21694,22457,0.00032,2.9999999999999997e-05,-2.9999999999999997e-05,-8e-05,-0.00018,-0.0002,-5.9999999999999995e-05,2e-05,6
21695,22458,0.00032,2.9999999999999997e-05,-2.9999999999999997e-05,-8e-05,-0.00018,-0.0002,-5.9999999999999995e-05,2e-05,6
21696,22459,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21697,22460,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21698,22461,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21699,22462,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21700,22463,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21701,22464,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21702,22465,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21703,22466,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21704,22467,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21705,22468,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21706,22469,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21707,22470,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21708,22471,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21709,22472,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21710,22473,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21711,22474,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21712,22475,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21713,22476,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21714,22477,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21715,22478,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
21716,22479,-0.00028,-0.00016,-5e-05,1e-05,7e-05,0.0,2.9999999999999997e-05,-0.00042,6
