,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
8338,8607,-0.00013000000000000002,2e-05,2e-05,1e-05,0.00014,0.00021,0.00011,-0.0001,3
8339,8608,-0.00013000000000000002,2e-05,2e-05,1e-05,0.00014,0.00021,0.00011,-0.0001,3
8340,8609,-0.00013000000000000002,2e-05,2e-05,1e-05,0.00014,0.00021,0.00011,-0.0001,3
8341,8610,-0.00013000000000000002,2e-05,2e-05,1e-05,0.00014,0.00021,0.00011,-0.0001,3
8342,8611,-0.00013000000000000002,2e-05,2e-05,1e-05,0.00014,0.00021,0.00011,-0.0001,3
8343,8612,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8344,8613,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8345,8614,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8346,8615,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8347,8616,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8348,8617,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8349,8618,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8350,8619,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8351,8620,0.00022,0.00018,-1e-05,-0.00016,-0.00037999999999999997,-0.00018,0.00045,0.00027,3
8352,8621,8e-05,-0.00014,-5.9999999999999995e-05,-0.00016,-0.00029,-0.00026000000000000003,-0.00011999999999999999,0.00021,3
8353,8622,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8354,8623,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8355,8624,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8356,8625,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8357,8626,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8358,8627,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8359,8628,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8360,8629,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8361,8630,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
8362,8631,0.00015,4e-05,-0.00011,-9e-05,-1e-05,0.0001,0.00023999999999999998,-0.00033,3
