,time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
16125,16927,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16126,16928,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16127,16929,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16128,16930,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16129,16931,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16130,16932,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16131,16933,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16132,16934,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16133,16935,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16134,16936,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16135,16939,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16136,16940,2.9999999999999997e-05,5e-05,0.00028,-0.00086,0.00042,0.00061,2.9999999999999997e-05,2.9999999999999997e-05,4
16137,16941,-8e-05,-0.0001,-0.00028,0.00011999999999999999,-0.00093,-0.0007,-0.00025,-0.0001,4
16138,16942,4e-05,1e-05,4e-05,-0.00039,0.00045,0.00016,8e-05,5.9999999999999995e-05,4
16139,16943,4e-05,1e-05,4e-05,-0.00039,0.00045,0.00016,8e-05,5.9999999999999995e-05,4
16140,16944,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16141,16945,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16142,16946,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16143,16947,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16144,16948,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16145,16949,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16146,16950,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16147,16951,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16148,16952,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16149,16953,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16150,16954,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16151,16955,0.00021,0.00033999999999999997,0.00043,0.0009,0.00086,0.00098,0.00053,0.00025,4
16152,16956,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16153,16957,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16154,16958,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16155,16959,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16156,16960,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16157,16961,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16158,16962,-1e-05,-2.9999999999999997e-05,-5e-05,-0.00045999999999999996,-0.00078,-0.00023999999999999998,2.9999999999999997e-05,1e-05,4
16159,16963,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16160,16964,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16161,16965,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16162,16966,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16163,16967,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16164,16968,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16165,16969,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16166,16970,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16167,16971,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
16168,16972,-0.0002,-0.00027,-0.00039,-0.00062,-0.00056,-0.00098,-0.00043,-0.00022,4
